VEHICLE_NAME;DEV_1;DEV_2;DEV_3;SETUP_USAGE_PERCENT
italy:It11_P43;rammer;ventilation;coatedOptics;19.37
italy:It12_Prototipo_Standard_B;ventilation;aimingStabilizer;coatedOptics;11.84
italy:It12_Prototipo_Standard_B;turbocharger;aimingStabilizer;ventilation;7.78
italy:It12_Prototipo_Standard_B;turbocharger;enhancedAimDrives;stereoscope;7.7
italy:It13_Progetto_M35_mod_46;ventilation;aimingStabilizer;coatedOptics;17.86
italy:It13_Progetto_M35_mod_46;turbocharger;aimingStabilizer;ventilation;9.75
italy:It13_Progetto_M35_mod_46;aimingStabilizer;commandersView;coatedOptics;8.47
italy:It13_Progetto_M35_mod_46_LE;ventilation;aimingStabilizer;coatedOptics;15.04
italy:It13_Progetto_M35_mod_46_LE;additInvisibilityDevice;commandersView;coatedOptics;10.91
italy:It13_Progetto_M35_mod_46_LE;ventilation;modernizedAimDrivesAimingStabilizer;aimingStabilizer;8.29
italy:It14_P44_Pantera;ventilation;aimingStabilizer;coatedOptics;24.44
italy:It14_P44_Pantera;ventilation;additInvisibilityDevice;coatedOptics;19.14
italy:It14_P44_Pantera;ventilation;improvedSights;aimingStabilizer;11.52
italy:It15_Rinoceronte;ventilation;turbocharger;aimingStabilizer;22.05
italy:It15_Rinoceronte;ventilation;modernizedTurbochargerRotationMechanism;aimingStabilizer;17.01
italy:It15_Rinoceronte;ventilation;improvedSights;aimingStabilizer;9.45
italy:It16_Carro_d_assalto_P88;healthReserve;turbocharger;rammer;21.16
italy:It16_Carro_d_assalto_P88;ventilation;improvedSights;rammer;13.93
italy:It16_Carro_d_assalto_P88;ventilation;turbocharger;rammer;12.52
italy:It17_Progetto_CC55_mod_54;ventilation;turbocharger;aimingStabilizer;24.94
italy:It17_Progetto_CC55_mod_54;ventilation;improvedSights;aimingStabilizer;19.59
italy:It17_Progetto_CC55_mod_54;healthReserve;aimingStabilizer;ventilation;9.79
italy:It18_Progetto_C45_mod_71;ventilation;improvedSights;aimingStabilizer;17.66
italy:It18_Progetto_C45_mod_71;ventilation;turbocharger;aimingStabilizer;13.93
italy:It18_Progetto_C45_mod_71;ventilation;modernizedTurbochargerRotationMechanism;aimingStabilizer;9.02
italy:It19_Progetto_C50_mod_66;ventilation;turbocharger;aimingStabilizer;17.56
italy:It19_Progetto_C50_mod_66;healthReserve;turbocharger;aimingStabilizer;13.91
italy:It19_Progetto_C50_mod_66;ventilation;improvedSights;aimingStabilizer;10.58
italy:It20_Carro_Combattimento_45t;ventilation;modernizedAimDrivesAimingStabilizer;aimingStabilizer;23.08
italy:It20_Carro_Combattimento_45t;ventilation;improvedSights;aimingStabilizer;15.08
italy:It20_Carro_Combattimento_45t;ventilation;modernizedTurbochargerRotationMechanism;aimingStabilizer;11.88
italy:It21_Lion;modernizedTurbochargerRotationMechanism;modernizedAimDrivesAimingStabilizer;aimingStabilizer;11.79
italy:It21_Lion;modernizedTurbochargerRotationMechanism;aimingStabilizer;ventilation;11.78
italy:It21_Lion;modernizedAimDrivesAimingStabilizer;aimingStabilizer;ventilation;9.44
italy:It23_CC_3;improvedSights;turbocharger;healthReserve;15.27
italy:It23_CC_3;improvedSights;modernizedTurbochargerRotationMechanism;ventilation;10.6
italy:It23_CC_3;improvedSights;turbocharger;rotationMechanism;10.32
italy:It24_Controcarro_1_Mk2;improvedSights;turbocharger;healthReserve;15.12
italy:It24_Controcarro_1_Mk2;improvedSights;turbocharger;rotationMechanism;11.83
italy:It24_Controcarro_1_Mk2;ventilation;turbocharger;rotationMechanism;9.64
italy:It26_CC_56;ventilation;modernizedImprovedSightsEnhancedAimDrives;coatedOptics;12.17
italy:It26_CC_56;improvedSights;turbocharger;ventilation;9.31
italy:It26_CC_56;improvedSights;turbocharger;rotationMechanism;8.94
italy:It27_M43_da_105_25_Bassoto;ventilation;turbocharger;coatedOptics;30.92
italy:It27_M43_da_105_25_Bassoto;ventilation;rammer;coatedOptics;10.46
italy:It27_M43_da_105_25_Bassoto;rammer;improvedSights;stereoscope;4.99
italy:It28_Semovente_M41_Da_75_18;stereoscope;turbocharger;rammer;27.97
italy:It28_Semovente_M41_Da_75_18;stereoscope;modernizedTurbochargerRotationMechanism;rammer;15.47
italy:It28_Semovente_M41_Da_75_18;rammer;ventilation;coatedOptics;15.47
italy:It30_CC_mod_64_Prem;improvedSights;turbocharger;rotationMechanism;12.4
italy:It30_CC_mod_64_Prem;improvedSights;modernizedTurbochargerRotationMechanism;ventilation;8.91
italy:It30_CC_mod_64_Prem;improvedSights;turbocharger;ventilation;7.22
italy:It31_CC_67_B;improvedSights;turbocharger;ventilation;14.18
italy:It31_CC_67_B;rotationMechanism;turbocharger;healthReserve;10.56
italy:It31_CC_67_B;improvedSights;modernizedTurbochargerRotationMechanism;coatedOptics;9.89
italy:It34_Toro;healthReserve;aimingStabilizer;ventilation;15.89
italy:It34_Toro;ventilation;turbocharger;aimingStabilizer;15.51
italy:It34_Toro;healthReserve;turbocharger;aimingStabilizer;13.11
italy:It35_Felice;turbocharger;aimingStabilizer;rammer;18.53
italy:It35_Felice;ventilation;aimingStabilizer;rammer;17.61
italy:It35_Felice;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;10.58
japan:J06_Ke_Ho;ventilation;additInvisibilityDevice;coatedOptics;32.42
japan:J06_Ke_Ho;enhancedAimDrives;ventilation;stereoscope;26.94
japan:J06_Ke_Ho;coatedOptics;turbocharger;additInvisibilityDevice;17.35
japan:J08_Chi_Nu;ventilation;turbocharger;coatedOptics;30.56
japan:J08_Chi_Nu;turbocharger;coatedOptics;rammer;24.17
japan:J08_Chi_Nu;turbocharger;rammer;stereoscope;15.56
japan:J09_Chi_He;ventilation;turbocharger;coatedOptics;23.65
japan:J09_Chi_He;stereoscope;healthReserve;ventilation;18.67
japan:J09_Chi_He;ventilation;enhancedAimDrives;coatedOptics;16.18
japan:J10_Chi_To;turbocharger;rammer;ventilation;20.03
japan:J10_Chi_To;rammer;turbocharger;rotationMechanism;14.69
japan:J10_Chi_To;turbocharger;rammer;coatedOptics;14.69
japan:J11_Chi_Ri;turbocharger;coatedOptics;ventilation;37.14
japan:J11_Chi_Ri;turbocharger;rammer;ventilation;9.18
japan:J11_Chi_Ri;ventilation;rammer;coatedOptics;8.06
japan:J12_Chi_Nu_Kai;rammer;turbocharger;coatedOptics;38.06
japan:J13_STA_1;ventilation;aimingStabilizer;rammer;21.25
japan:J13_STA_1;aimingStabilizer;healthReserve;rammer;14.38
japan:J13_STA_1;turbocharger;aimingStabilizer;rammer;9.38
japan:J14_Type_61;ventilation;aimingStabilizer;rammer;15.21
japan:J14_Type_61;turbocharger;aimingStabilizer;rammer;14.42
japan:J14_Type_61;ventilation;modernizedImprovedSightsEnhancedAimDrives;rammer;8.43
japan:J16_ST_B1;ventilation;aimingStabilizer;rammer;24.29
japan:J16_ST_B1;turbocharger;aimingStabilizer;rammer;14.7
japan:J16_ST_B1;coatedOptics;aimingStabilizer;rammer;8.75
japan:J18_STA_2_3;ventilation;aimingStabilizer;rammer;20.69
japan:J18_STA_2_3;turbocharger;aimingStabilizer;rammer;13
japan:J18_STA_2_3;turbocharger;commandersView;coatedOptics;8.65
japan:J19_Tiger_I_Jpn;ventilation;healthReserve;rammer;25.82
japan:J19_Tiger_I_Jpn;healthReserve;rotationMechanism;rammer;10.76
japan:J19_Tiger_I_Jpn;healthReserve;turbocharger;rammer;10.62
japan:J20_Type_2605;healthReserve;turbocharger;rammer;39.34
japan:J20_Type_2605;healthReserve;modernizedTurbochargerRotationMechanism;rammer;16.18
japan:J20_Type_2605;healthReserve;aimingStabilizer;rammer;12.36
japan:J23_Mi_To;rammer;turbocharger;healthReserve;58.65
japan:J24_Mi_To_130_tons;healthReserve;turbocharger;rammer;17.52
japan:J24_Mi_To_130_tons;ventilation;rammer;coatedOptics;9.96
japan:J24_Mi_To_130_tons;ventilation;healthReserve;rammer;9.34
japan:J25_Type_4;healthReserve;turbocharger;rammer;36.98
japan:J25_Type_4;modernizedExtraHealthReserveAntifragmentationLining;turbocharger;rammer;18.39
japan:J25_Type_4;rotationMechanism;turbocharger;rammer;11.64
japan:J27_O_I_120;healthReserve;turbocharger;rammer;25.68
japan:J27_O_I_120;healthReserve;rammer;coatedOptics;18.15
japan:J27_O_I_120;healthReserve;ventilation;rammer;12.67
japan:J28_O_I_100;healthReserve;turbocharger;rammer;22.74
japan:J28_O_I_100;turbocharger;rammer;ventilation;14.32
japan:J28_O_I_100;ventilation;rammer;grousers;11.19
japan:J29_Nameless;healthReserve;aimingStabilizer;rammer;23.23
japan:J29_Nameless;healthReserve;rammer;ventilation;14.57
japan:J29_Nameless;ventilation;aimingStabilizer;rammer;13.78
japan:J30_Edelweiss;ventilation;aimingStabilizer;rammer;40.35
japan:J30_Edelweiss;aimingStabilizer;rammer;coatedOptics;31.58
japan:J31_Type_5_KaRi;rammer;turbocharger;ventilation;26.06
japan:J31_Type_5_KaRi;rammer;modernizedTurbochargerRotationMechanism;ventilation;12.05
japan:J31_Type_5_KaRi;rammer;improvedSights;ventilation;8.54
japan:J32_Chi_To_SPG;rammer;turbocharger;ventilation;19.91
japan:J32_Chi_To_SPG;rammer;turbocharger;coatedOptics;11.96
japan:J32_Chi_To_SPG;rammer;turbocharger;rotationMechanism;8.9
japan:J33_Ho_Ri_2;rammer;turbocharger;ventilation;20.7
japan:J33_Ho_Ri_2;rammer;turbocharger;rotationMechanism;11.72
japan:J33_Ho_Ri_2;improvedSights;turbocharger;rammer;5.92
japan:J34_Ho_Ri_1;rammer;turbocharger;ventilation;27.68
japan:J34_Ho_Ri_1;rammer;turbocharger;rotationMechanism;13.37
japan:J34_Ho_Ri_1;rammer;turbocharger;healthReserve;10.22
japan:J35_Ho_Ri_3;rammer;turbocharger;ventilation;21.49
japan:J35_Ho_Ri_3;rammer;modernizedTurbochargerRotationMechanism;ventilation;15.03
japan:J35_Ho_Ri_3;rammer;turbocharger;healthReserve;10.3
japan:J36_Type_63_HT;ventilation;turbocharger;rammer;16.32
japan:J36_Type_63_HT;healthReserve;turbocharger;rammer;14.35
japan:J36_Type_63_HT;ventilation;aimingStabilizer;rammer;14.32
japan:J37_Type_3_Ho_Ni_III;ventilation;rammer;stereoscope;29.61
japan:J37_Type_3_Ho_Ni_III;rammer;coatedOptics;ventilation;10.39
japan:J37_Type_3_Ho_Ni_III;rammer;stereoscope;coatedOptics;8.96
japan:J38_Type_95_Ji_Ro;rammer;turbocharger;coatedOptics;16.07
japan:J38_Type_95_Ji_Ro;rammer;turbocharger;stereoscope;12.14
japan:J38_Type_95_Ji_Ro;ventilation;turbocharger;rammer;11.88
japan:J39_Type_57;healthReserve;turbocharger;rammer;22.17
japan:J39_Type_57;turbocharger;aimingStabilizer;rammer;20.46
japan:J39_Type_57;healthReserve;aimingStabilizer;rammer;10.65
japan:J40_Type_71;healthReserve;turbocharger;rammer;21.74
japan:J40_Type_71;rammer;modernizedTurbochargerRotationMechanism;aimingStabilizer;11.13
japan:J40_Type_71;healthReserve;aimingStabilizer;rammer;10.54
japan:J41_Type_68;healthReserve;turbocharger;rammer;22.16
japan:J41_Type_68;turbocharger;aimingStabilizer;rammer;19.61
japan:J41_Type_68;healthReserve;aimingStabilizer;rammer;14.59
japan:J43_Type_4_Ju-To;healthReserve;rammer;ventilation;19.56
japan:J43_Type_4_Ju-To;healthReserve;turbocharger;rammer;18.62
japan:J43_Type_4_Ju-To;ventilation;rammer;coatedOptics;18.36
japan:J44_Type_3_Ju_Nu;healthReserve;turbocharger;rammer;21.64
japan:J44_Type_3_Ju_Nu;healthReserve;turbocharger;rotationMechanism;17.29
japan:J44_Type_3_Ju_Nu;healthReserve;rammer;ventilation;9.4
japan:J45_Mitsu_108;rammer;enhancedAimDrives;ventilation;13.33
japan:J45_Mitsu_108;ventilation;healthReserve;coatedOptics;13.33
japan:J45_Mitsu_108;turbocharger;coatedOptics;rammer;13.17
japan:J50_Type_1_Ho_Ni_II;turbocharger;additInvisibilityDevice;stereoscope;19.28
japan:J50_Type_1_Ho_Ni_II;enhancedAimDrives;turbocharger;stereoscope;17.24
japan:J50_Type_1_Ho_Ni_II;turbocharger;additInvisibilityDevice;coatedOptics;16.21
poland:Pl03_PzV_Poland;ventilation;rammer;coatedOptics;37.67
poland:Pl03_PzV_Poland;turbocharger;rammer;ventilation;15.74
poland:Pl03_PzV_Poland;turbocharger;rammer;coatedOptics;11.4
poland:Pl05_50TP_Tyszkiewicza;healthReserve;aimingStabilizer;rammer;41.08
poland:Pl05_50TP_Tyszkiewicza;ventilation;aimingStabilizer;rammer;10.87
poland:Pl05_50TP_Tyszkiewicza;turbocharger;aimingStabilizer;rammer;9.76
poland:Pl08_50TP_prototyp;healthReserve;aimingStabilizer;rammer;26.41
poland:Pl08_50TP_prototyp;aimingStabilizer;turbocharger;rammer;17.92
poland:Pl08_50TP_prototyp;ventilation;aimingStabilizer;rammer;9.04
poland:Pl10_40TP_Habicha;ventilation;rammer;coatedOptics;22.64
poland:Pl10_40TP_Habicha;rammer;turbocharger;coatedOptics;15.9
poland:Pl10_40TP_Habicha;turbocharger;rammer;ventilation;14.61
poland:Pl11_45TP_Habicha;healthReserve;turbocharger;rammer;19.68
poland:Pl11_45TP_Habicha;healthReserve;rammer;ventilation;14.65
poland:Pl11_45TP_Habicha;healthReserve;improvedSights;rammer;11.79
poland:Pl13_53TP_Markowskiego;healthReserve;aimingStabilizer;rammer;29.67
poland:Pl13_53TP_Markowskiego;ventilation;aimingStabilizer;rammer;18.05
poland:Pl13_53TP_Markowskiego;turbocharger;aimingStabilizer;rammer;11.22
poland:Pl15_60TP_Lewandowskiego;healthReserve;aimingStabilizer;rammer;27.78
poland:Pl15_60TP_Lewandowskiego;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;10.7
poland:Pl15_60TP_Lewandowskiego;aimingStabilizer;turbocharger;rammer;9.63
poland:Pl16_T34_85_Rudy;ventilation;rammer;coatedOptics;53.39
poland:Pl16_T34_85_Rudy;turbocharger;rammer;coatedOptics;9.98
poland:Pl16_T34_85_Rudy;ventilation;improvedSights;rammer;8.25
poland:Pl17_DS_PZlnz;ventilation;rammer;coatedOptics;44
poland:Pl18_BUGI;turbocharger;additInvisibilityDevice;stereoscope;14.77
poland:Pl18_BUGI;ventilation;rammer;coatedOptics;14.5
poland:Pl18_BUGI;turbocharger;rammer;coatedOptics;8.53
poland:Pl19_CS_52_LIS;ventilation;aimingStabilizer;rammer;21.72
poland:Pl19_CS_52_LIS;aimingStabilizer;rammer;coatedOptics;15.89
poland:Pl19_CS_52_LIS;turbocharger;aimingStabilizer;rammer;12.73
poland:Pl20_CS_44;ventilation;rammer;coatedOptics;45.6
poland:Pl20_CS_44;turbocharger;rammer;coatedOptics;16
poland:Pl20_CS_44;turbocharger;rotationMechanism;rammer;6.67
poland:Pl21_CS_63;ventilation;aimingStabilizer;rammer;21.51
poland:Pl21_CS_63;turbocharger;aimingStabilizer;rammer;18.66
poland:Pl21_CS_63;aimingStabilizer;healthReserve;rammer;9.19
poland:Pl21_CS_63_OSP3;turbocharger;healthReserve;rammer;23.97
poland:Pl21_CS_63_OSP3;rammer;healthReserve;aimingStabilizer;17.45
poland:Pl21_CS_63_OSP3;turbocharger;aimingStabilizer;rammer;15.5
poland:Pl22_CS_59;turbocharger;aimingStabilizer;rammer;16.07
poland:Pl22_CS_59;ventilation;aimingStabilizer;rammer;10.27
poland:Pl22_CS_59;coatedOptics;aimingStabilizer;rammer;8.87
poland:Pl23_CS_53;ventilation;rammer;coatedOptics;16.55
poland:Pl23_CS_53;turbocharger;aimingStabilizer;rammer;14.44
poland:Pl23_CS_53;ventilation;aimingStabilizer;rammer;14.03
poland:Pl24_56TP;turbocharger;aimingStabilizer;rammer;27.01
poland:Pl24_56TP;ventilation;aimingStabilizer;rammer;18.96
poland:Pl24_56TP;healthReserve;aimingStabilizer;rammer;17.52
poland:Pl25_CS_52_C;aimingStabilizer;rammer;ventilation;18.57
poland:Pl25_CS_52_C;turbocharger;aimingStabilizer;rammer;13.93
poland:Pl25_CS_52_C;turbocharger;commandersView;coatedOptics;12.12
poland:Pl27_SDP_Wz_66T;rammer;turbocharger;healthReserve;14.58
poland:Pl27_SDP_Wz_66T;rammer;modernizedTurbochargerRotationMechanism;rotationMechanism;12.48
poland:Pl27_SDP_Wz_66T;rammer;modernizedTurbochargerRotationMechanism;healthReserve;11.73
poland:Pl28_SDP_Wz_60;rammer;turbocharger;healthReserve;19.61
poland:Pl28_SDP_Wz_60;rotationMechanism;turbocharger;rammer;13.93
poland:Pl28_SDP_Wz_60;rammer;turbocharger;ventilation;11.88
poland:Pl29_NC_Wz_70T;rammer;healthReserve;turbocharger;23.47
poland:Pl29_NC_Wz_70T;rammer;modernizedTurbochargerRotationMechanism;healthReserve;21.45
poland:Pl29_NC_Wz_70T;rammer;modernizedTurbochargerRotationMechanism;rotationMechanism;8.99
poland:Pl30_SDP_Wz58T;rammer;turbocharger;healthReserve;14.33
poland:Pl30_SDP_Wz58T;rotationMechanism;turbocharger;rammer;13.19
poland:Pl30_SDP_Wz58T;rammer;turbocharger;ventilation;7.07
poland:Pl31_SDP_Wz_57D;rammer;turbocharger;stereoscope;12.93
poland:Pl31_SDP_Wz_57D;ventilation;rotationMechanism;rammer;9.97
poland:Pl31_SDP_Wz_57D;rammer;coatedOptics;ventilation;9.16
poland:Pl32_SDP_Wz_44;rammer;turbocharger;stereoscope;12.17
poland:Pl32_SDP_Wz_44;rammer;coatedOptics;ventilation;10.9
poland:Pl32_SDP_Wz_44;rotationMechanism;turbocharger;rammer;10.3
poland:Pl33_SDP_Wz_40;rammer;turbocharger;stereoscope;18.73
poland:Pl33_SDP_Wz_40;rammer;turbocharger;ventilation;14.18
poland:Pl33_SDP_Wz_40;ventilation;rammer;coatedOptics;11.45
sweden:S01_Strv_74_A2;turbocharger;ventilation;coatedOptics;13.95
sweden:S01_Strv_74_A2;modernizedTurbochargerRotationMechanism;coatedOptics;ventilation;12.24
sweden:S01_Strv_74_A2;rotationMechanism;coatedOptics;ventilation;11.1
sweden:S02_Strv_M42;stereoscope;additInvisibilityDevice;ventilation;41.67
sweden:S02_Strv_M42;ventilation;rammer;coatedOptics;22.62
sweden:S06_Ikv_90_Typ_B_Bofors;ventilation;rammer;coatedOptics;26.23
sweden:S06_Ikv_90_Typ_B_Bofors;rammer;ventilation;stereoscope;8.11
sweden:S06_Ikv_90_Typ_B_Bofors;rammer;turbocharger;stereoscope;6.2
sweden:S07_Strv_74;ventilation;rammer;coatedOptics;37.26
sweden:S07_Strv_74;turbocharger;rammer;coatedOptics;11.38
sweden:S07_Strv_74;rammer;modernizedTurbochargerRotationMechanism;rotationMechanism;7.79
sweden:S08_Ikv_65_Alt_2;rammer;ventilation;stereoscope;24.59
sweden:S08_Ikv_65_Alt_2;ventilation;rammer;coatedOptics;22.28
sweden:S08_Ikv_65_Alt_2;ventilation;rotationMechanism;stereoscope;7.09
sweden:S10_Strv_103_0_Series;rammer;ventilation;stereoscope;16.72
sweden:S10_Strv_103_0_Series;rammer;turbocharger;stereoscope;10.79
sweden:S10_Strv_103_0_Series;turbocharger;ventilation;rammer;7.59
sweden:S11_Strv_103B;rammer;turbocharger;ventilation;20.31
sweden:S11_Strv_103B;rammer;stereoscope;ventilation;11.57
sweden:S11_Strv_103B;rammer;turbocharger;stereoscope;10.67
sweden:S13_Leo;ventilation;additInvisibilityDevice;coatedOptics;20.22
sweden:S13_Leo;turbocharger;rammer;coatedOptics;11.47
sweden:S13_Leo;rotationMechanism;rammer;coatedOptics;9.16
sweden:S14_Ikv_103;rammer;additInvisibilityDevice;ventilation;27.73
sweden:S14_Ikv_103;rammer;improvedSights;stereoscope;14.09
sweden:S16_Kranvagn;ventilation;turbocharger;aimingStabilizer;16.29
sweden:S16_Kranvagn;healthReserve;turbocharger;aimingStabilizer;14.25
sweden:S16_Kranvagn;ventilation;modernizedTurbochargerRotationMechanism;aimingStabilizer;5.03
sweden:S17_EMIL_1952_E2;ventilation;turbocharger;aimingStabilizer;17.87
sweden:S17_EMIL_1952_E2;aimingStabilizer;improvedSights;turbocharger;9.73
sweden:S17_EMIL_1952_E2;healthReserve;aimingStabilizer;ventilation;8.19
sweden:S18_EMIL_1951_E1;ventilation;aimingStabilizer;enhancedAimDrives;17.62
sweden:S18_EMIL_1951_E1;ventilation;turbocharger;aimingStabilizer;10.42
sweden:S18_EMIL_1951_E1;healthReserve;turbocharger;aimingStabilizer;7.07
sweden:S21_UDES_03;rammer;modernizedTurbochargerRotationMechanism;stereoscope;16.72
sweden:S21_UDES_03;rammer;ventilation;stereoscope;16.58
sweden:S21_UDES_03;rammer;camouflageNet;stereoscope;7.46
sweden:S22_Strv_S1;rammer;turbocharger;stereoscope;20.26
sweden:S22_Strv_S1;rammer;ventilation;stereoscope;14.91
sweden:S22_Strv_S1;rammer;camouflageNet;stereoscope;12.34
sweden:S23_Strv_81;ventilation;improvedSights;aimingStabilizer;15.46
sweden:S23_Strv_81;turbocharger;aimingStabilizer;ventilation;12.32
sweden:S23_Strv_81;ventilation;aimingStabilizer;rammer;11.35
sweden:S25_EMIL_51;ventilation;aimingStabilizer;enhancedAimDrives;26.66
sweden:S25_EMIL_51;ventilation;turbocharger;aimingStabilizer;19.04
sweden:S25_EMIL_51;ventilation;rotationMechanism;aimingStabilizer;5.99
sweden:S26_Lansen_C;ventilation;aimingStabilizer;rammer;22.78
sweden:S26_Lansen_C;aimingStabilizer;rammer;coatedOptics;11.35
sweden:S26_Lansen_C;aimingStabilizer;additInvisibilityDevice;coatedOptics;7.61
sweden:S27_UDES_16;ventilation;aimingStabilizer;rammer;34.03
sweden:S27_UDES_16;coatedOptics;aimingStabilizer;rammer;14.75
sweden:S27_UDES_16;ventilation;improvedSights;rammer;10.79
sweden:S28_UDES_15_16;ventilation;aimingStabilizer;rammer;29.02
sweden:S28_UDES_15_16;ventilation;modernizedExtraHealthReserveAntifragmentationLining;rammer;9.07
sweden:S28_UDES_15_16;turbocharger;aimingStabilizer;rammer;6.46
sweden:S29_UDES_14_5;ventilation;aimingStabilizer;rammer;25.23
sweden:S29_UDES_14_5;coatedOptics;additInvisibilityDevice;aimingStabilizer;7.78
sweden:S29_UDES_14_5;additInvisibilityDevice;commandersView;coatedOptics;7.54
sweden:S30_UDES_03_Alt_3;turbocharger;aimingStabilizer;ventilation;12.99
sweden:S30_UDES_03_Alt_3;additInvisibilityDevice;commandersView;coatedOptics;12.97
sweden:S30_UDES_03_Alt_3;ventilation;additInvisibilityDevice;commandersView;10.31
sweden:S31_Strv_K;ventilation;aimingStabilizer;rammer;32.43
sweden:S31_Strv_K;turbocharger;aimingStabilizer;rammer;12.05
sweden:S31_Strv_K;healthReserve;aimingStabilizer;rammer;11.81
sweden:S32_Bofors_Tornvagn;aimingStabilizer;turbocharger;rammer;28.17
sweden:S32_Bofors_Tornvagn;ventilation;aimingStabilizer;rammer;11.38
sweden:S32_Bofors_Tornvagn;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;8.95
sweden:S33_Latt_Stridsfordon_120;rammer;turbocharger;stereoscope;15.25
sweden:S33_Latt_Stridsfordon_120;rammer;turbocharger;coatedOptics;15
sweden:S33_Latt_Stridsfordon_120;rammer;modernizedTurbochargerRotationMechanism;ventilation;10.61
uk:GB07_Matilda;ventilation;turbocharger;healthReserve;24.69
uk:GB07_Matilda;turbocharger;grousers;coatedOptics;15.62
uk:GB07_Matilda;ventilation;turbocharger;coatedOptics;12.85
uk:GB08_Churchill_I;turbocharger;healthReserve;rammer;33.25
uk:GB08_Churchill_I;coatedOptics;rammer;ventilation;28.39
uk:GB08_Churchill_I;coatedOptics;turbocharger;rammer;17.65
uk:GB09_Churchill_VII;healthReserve;turbocharger;rammer;42.02
uk:GB09_Churchill_VII;healthReserve;rammer;ventilation;9.75
uk:GB09_Churchill_VII;ventilation;turbocharger;rammer;7.7
uk:GB100_Manticore;commandersView;additInvisibilityDevice;coatedOptics;91.86
uk:GB100_Manticore;commandersView;additInvisibilityDevice;ventilation;3.92
uk:GB100_Manticore;commandersView;additInvisibilityDevice;stereoscope;1.41
uk:GB101_FV1066_Senlac;commandersView;additInvisibilityDevice;coatedOptics;71.57
uk:GB101_FV1066_Senlac;commandersView;turbocharger;additInvisibilityDevice;8.88
uk:GB101_FV1066_Senlac;commandersView;additInvisibilityDevice;stereoscope;3.75
uk:GB102_LHMTV;commandersView;additInvisibilityDevice;coatedOptics;81.29
uk:GB102_LHMTV;additInvisibilityDevice;commandersView;stereoscope;6.07
uk:GB102_LHMTV;coatedOptics;additInvisibilityDevice;ventilation;2.74
uk:GB103_GSOR3301_AVR_FS;commandersView;additInvisibilityDevice;coatedOptics;93.63
uk:GB103_GSOR3301_AVR_FS;commandersView;additInvisibilityDevice;ventilation;3.62
uk:GB103_GSOR3301_AVR_FS;commandersView;modernizedTurbochargerRotationMechanism;coatedOptics;1.27
uk:GB104_GSR_3301_Setter;ventilation;additInvisibilityDevice;coatedOptics;36.56
uk:GB104_GSR_3301_Setter;stereoscope;ventilation;camouflageNet;17.76
uk:GB104_GSR_3301_Setter;additInvisibilityDevice;turbocharger;coatedOptics;12.35
uk:GB105_Black_Prince_2019;healthReserve;turbocharger;rammer;38.38
uk:GB105_Black_Prince_2019;ventilation;rotationMechanism;rammer;11.07
uk:GB106_Cobra;ventilation;improvedSights;aimingStabilizer;8.76
uk:GB106_Cobra;turbocharger;coatedOptics;aimingStabilizer;8.54
uk:GB106_Cobra;ventilation;modernizedTurbochargerRotationMechanism;aimingStabilizer;8.31
uk:GB107_Cavalier;stereoscope;rammer;ventilation;36.47
uk:GB107_Cavalier;rammer;coatedOptics;stereoscope;22.93
uk:GB108_A46;additInvisibilityDevice;ventilation;coatedOptics;49.34
uk:GB108_A46;coatedOptics;turbocharger;additInvisibilityDevice;22.37
uk:GB109_GSOR_1008;rotationMechanism;improvedSights;ventilation;17.09
uk:GB109_GSOR_1008;rotationMechanism;modernizedTurbochargerRotationMechanism;ventilation;7.34
uk:GB109_GSOR_1008;ventilation;rotationMechanism;coatedOptics;5.82
uk:GB10_Black_Prince;healthReserve;turbocharger;rammer;37.47
uk:GB10_Black_Prince;modernizedExtraHealthReserveAntifragmentationLining;modernizedTurbochargerRotationMechanism;rammer;16.16
uk:GB10_Black_Prince;ventilation;healthReserve;rammer;6.43
uk:GB110_FV4201_Chieftain_Prototype;ventilation;aimingStabilizer;rammer;20.58
uk:GB110_FV4201_Chieftain_Prototype;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;18.5
uk:GB110_FV4201_Chieftain_Prototype;turbocharger;aimingStabilizer;rammer;17.93
uk:GB111_Charlemagne;turbocharger;enhancedAimDrives;rammer;36.24
uk:GB111_Charlemagne;aimingStabilizer;turbocharger;rammer;13.9
uk:GB111_Charlemagne;modernizedTurbochargerRotationMechanism;aimingStabilizer;rammer;10.31
uk:GB112_Caliban;ventilation;improvedSights;aimingStabilizer;18.48
uk:GB112_Caliban;ventilation;enhancedAimDrives;aimingStabilizer;11.25
uk:GB112_Caliban;improvedSights;modernizedAimDrivesAimingStabilizer;aimingStabilizer;7.59
uk:GB114_Vickers_MBT_Mk3;ventilation;modernizedTurbochargerRotationMechanism;rammer;17.65
uk:GB114_Vickers_MBT_Mk3;ventilation;aimingStabilizer;rammer;12.72
uk:GB114_Vickers_MBT_Mk3;turbocharger;rammer;ventilation;11.81
uk:GB115_Gonsalo;ventilation;aimingStabilizer;rammer;15.28
uk:GB115_Gonsalo;healthReserve;aimingStabilizer;rammer;13.35
uk:GB115_Gonsalo;aimingStabilizer;modernizedTurbochargerRotationMechanism;rammer;12.99
